Year;District;deaths;pop;dens_pop;gdp;share_industry;dens_doc;houshold_house;household_size;share_male;share_5_14;share_20_39;share_60
1915;2311;232;15480;37.07044798;1787;0.415;0.014368391;1.5;4.5;0.509;0.224;0.292;0.076
1916;2311;260;15480;37.07044798;1787;0.415;0.014368391;1.5;4.5;0.509;0.224;0.292;0.076
1917;2311;237;15480;37.07044798;1787;0.415;0.014368391;1.5;4.5;0.509;0.224;0.292;0.076
1918;2311;524;15480;37.07044798;1787;0.415;0.014368391;1.5;4.5;0.509;0.224;0.292;0.076
1913;2312;189;12119;95.47511455;2243;0.564;0.063025078;1.95;4.6;0.495;0.129;0.579;0.05
1914;2312;160;12119;95.47511455;2243;0.564;0.063025078;1.95;4.6;0.495;0.129;0.579;0.05
1915;2312;213;12119;95.47511455;2243;0.564;0.063025078;1.95;4.6;0.495;0.129;0.579;0.05
1916;2312;221;12119;95.47511455;2243;0.564;0.063025078;1.95;4.6;0.495;0.129;0.579;0.05
1917;2312;193;12119;95.47511455;2243;0.564;0.063025078;1.95;4.6;0.495;0.129;0.579;0.05
1918;2312;379;12119;95.47511455;2243;0.564;0.063025078;1.95;4.6;0.495;0.129;0.579;0.05
1913;2313;184;9607;11.53350611;1504;0.329;0.003601594;1.54;4.7;0.51;0.216;0.284;0.095
1914;2313;151;9607;11.53350611;1504;0.329;0.003601594;1.54;4.7;0.51;0.216;0.284;0.095
1915;2313;144;9607;11.53350611;1504;0.329;0.003601594;1.54;4.7;0.51;0.216;0.284;0.095
1916;2313;121;9607;11.53350611;1504;0.329;0.003601594;1.54;4.7;0.51;0.216;0.284;0.095
1917;2313;183;9607;11.53350611;1504;0.329;0.003601594;1.54;4.7;0.51;0.216;0.284;0.095
1918;2313;323;9607;11.53350611;1504;0.329;0.003601594;1.54;4.7;0.51;0.216;0.284;0.095
1913;2401;293;16012;154.1714488;2176;0.82;0.144427413;1.72;3.8;0.476;0.189;0.275;0.111
1914;2401;276;16012;154.1714488;2176;0.82;0.144427413;1.72;3.8;0.476;0.189;0.275;0.111
1915;2401;281;16012;154.1714488;2176;0.82;0.144427413;1.72;3.8;0.476;0.189;0.275;0.111
1916;2401;226;16012;154.1714488;2176;0.82;0.144427413;1.72;3.8;0.476;0.189;0.275;0.111
1917;2401;257;16012;154.1714488;2176;0.82;0.144427413;1.72;3.8;0.476;0.189;0.275;0.111
1918;2401;377;16012;154.1714488;2176;0.82;0.144427413;1.72;3.8;0.476;0.189;0.275;0.111
1913;2402;522;39532;423.8892904;2779;0.961;0.23589913;3.83;3.8;0.469;0.198;0.327;0.072
1914;2402;463;39532;423.8892904;2779;0.961;0.23589913;3.83;3.8;0.469;0.198;0.327;0.072
1915;2402;403;39532;423.8892904;2779;0.961;0.23589913;3.83;3.8;0.469;0.198;0.327;0.072
1916;2402;440;39532;423.8892904;2779;0.961;0.23589913;3.83;3.8;0.469;0.198;0.327;0.072
1917;2402;482;39532;423.8892904;2779;0.961;0.23589913;3.83;3.8;0.469;0.198;0.327;0.072
1918;2402;776;39532;423.8892904;2779;0.961;0.23589913;3.83;3.8;0.469;0.198;0.327;0.072
1913;2403;233;18194;126.5881793;2469;0.893;0.069576882;2.63;3.8;0.478;0.219;0.303;0.078
1914;2403;248;18194;126.5881793;2469;0.893;0.069576882;2.63;3.8;0.478;0.219;0.303;0.078
1915;2403;227;18194;126.5881793;2469;0.893;0.069576882;2.63;3.8;0.478;0.219;0.303;0.078
1916;2403;232;18194;126.5881793;2469;0.893;0.069576882;2.63;3.8;0.478;0.219;0.303;0.078
1917;2403;234;18194;126.5881793;2469;0.893;0.069576882;2.63;3.8;0.478;0.219;0.303;0.078
1918;2403;356;18194;126.5881793;2469;0.893;0.069576882;2.63;3.8;0.478;0.219;0.303;0.078
1913;2404;380;30933;401.021059;2990;0.937;0.388925477;2.45;4;0.455;0.173;0.314;0.08
1914;2404;385;30933;401.021059;2990;0.937;0.388925477;2.45;4;0.455;0.173;0.314;0.08
1915;2404;350;30933;401.021059;2990;0.937;0.388925477;2.45;4;0.455;0.173;0.314;0.08
1916;2404;356;30933;401.021059;2990;0.937;0.388925477;2.45;4;0.455;0.173;0.314;0.08
1917;2404;391;30933;401.021059;2990;0.937;0.388925477;2.45;4;0.455;0.173;0.314;0.08
1918;2404;543;30933;401.021059;2990;0.937;0.388925477;2.45;4;0.455;0.173;0.314;0.08
1913;2405;120;9700;75.71694975;2406;0.772;0.023417613;1.8;4.1;0.492;0.231;0.273;0.089
1914;2405;109;9700;75.71694975;2406;0.772;0.023417613;1.8;4.1;0.492;0.231;0.273;0.089
1915;2405;124;9700;75.71694975;2406;0.772;0.023417613;1.8;4.1;0.492;0.231;0.273;0.089
1916;2405;116;9700;75.71694975;2406;0.772;0.023417613;1.8;4.1;0.492;0.231;0.273;0.089
1917;2405;104;9700;75.71694975;2406;0.772;0.023417613;1.8;4.1;0.492;0.231;0.273;0.089
1918;2405;170;9700;75.71694975;2406;0.772;0.023417613;1.8;4.1;0.492;0.231;0.273;0.089
1913;2406;270;17321;104.2153644;2130;0.88;0.048133648;2.28;3.9;0.492;0.2;0.313;0.086
1914;2406;231;17321;104.2153644;2130;0.88;0.048133648;2.28;3.9;0.492;0.2;0.313;0.086
1915;2406;212;17321;104.2153644;2130;0.88;0.048133648;2.28;3.9;0.492;0.2;0.313;0.086
1916;2406;207;17321;104.2153644;2130;0.88;0.048133648;2.28;3.9;0.492;0.2;0.313;0.086
1917;2406;180;17321;104.2153644;2130;0.88;0.048133648;2.28;3.9;0.492;0.2;0.313;0.086
1918;2406;351;17321;104.2153644;2130;0.88;0.048133648;2.28;3.9;0.492;0.2;0.313;0.086
1913;2500;2246;167781;682.1597069;3280;0.953;0.971720099;3.73;3.4;0.437;0.147;0.371;0.091
1914;2500;2431;167781;682.1597069;3280;0.953;0.971720099;3.73;3.4;0.437;0.147;0.371;0.091
1915;2500;2388;167781;682.1597069;3280;0.953;0.971720099;3.73;3.4;0.437;0.147;0.371;0.091
1916;2500;2135;167781;682.1597069;3280;0.953;0.971720099;3.73;3.4;0.437;0.147;0.371;0.091
1917;2500;2316;167781;682.1597069;3280;0.953;0.971720099;3.73;3.4;0.437;0.147;0.371;0.091
1918;2500;3390;167781;682.1597069;3280;0.953;0.971720099;3.73;3.4;0.437;0.147;0.371;0.091
